age;Mjob;traveltime;studytime;failures;freetime;absences;avgscore;IQ
16.00;1;2.00;1.00;0.00;3.00;2.00;6.33;C
17.00;5;2.00;3.00;0.00;4.00;0.00;5.83;C
19.00;3;1.00;4.00;0.00;3.00;4.00;6.00;C
17.00;4;1.00;2.00;0.00;3.00;15.00;6.17;C
16.00;3;1.00;2.00;0.00;3.00;0.00;6.50;C
18.00;4;1.00;2.00;0.00;4.00;10.00;5.67;C
17.00;4;1.00;1.00;0.00;2.00;6.00;5.67;C
17.00;3;2.00;2.00;0.00;4.00;2.00;7.50;B
17.00;3;1.00;2.00;0.00;4.00;16.00;5.00;C
18.00;4;1.00;2.00;0.00;2.00;10.00;5.00;C
17.00;1;2.00;1.00;0.00;3.00;4.00;6.33;C
17.00;1;1.00;3.00;0.00;3.00;0.00;6.17;C
17.00;1;2.00;2.00;0.00;2.00;0.00;5.33;C
17.00;1;1.00;3.00;0.00;3.00;12.00;6.00;C
16.00;4;1.00;2.00;0.00;3.00;0.00;6.67;C
18.00;3;2.00;2.00;3.00;3.00;9.00;4.83;D
16.00;5;1.00;3.00;0.00;3.00;4.00;7.83;B
18.00;3;1.00;2.00;0.00;3.00;4.00;4.00;D
17.00;3;1.00;2.00;0.00;3.00;2.00;8.67;A
17.00;4;1.00;2.00;0.00;3.00;0.00;5.33;C
18.00;1;4.00;2.00;0.00;3.00;2.00;5.00;C
17.00;3;2.00;3.00;0.00;2.00;0.00;7.67;B
17.00;2;1.00;2.00;0.00;2.00;0.00;6.33;C
17.00;3;2.00;2.00;0.00;5.00;0.00;6.33;C
17.00;5;1.00;2.00;0.00;5.00;0.00;6.50;C
16.00;2;1.00;2.00;0.00;2.00;0.00;6.67;C
16.00;3;2.00;2.00;0.00;4.00;2.00;4.50;D
16.00;1;2.00;3.00;0.00;3.00;0.00;6.00;C
17.00;3;1.00;2.00;0.00;4.00;0.00;8.00;A
16.00;3;1.00;1.00;0.00;5.00;4.00;4.83;D
16.00;3;1.00;2.00;0.00;3.00;0.00;6.67;C
18.00;4;2.00;2.00;1.00;3.00;18.00;5.00;C
18.00;1;1.00;2.00;1.00;3.00;16.00;4.50;D
18.00;3;2.00;1.00;1.00;1.00;14.00;3.67;E
18.00;3;1.00;1.00;1.00;4.00;26.00;3.83;E
17.00;5;1.00;1.00;0.00;2.00;6.00;4.50;D
17.00;3;1.00;2.00;0.00;4.00;4.00;7.17;B
17.00;1;1.00;3.00;0.00;3.00;10.00;5.17;C
16.00;3;1.00;1.00;0.00;3.00;4.00;5.67;C
17.00;1;3.00;2.00;0.00;1.00;2.00;6.50;C
17.00;3;4.00;1.00;1.00;5.00;14.00;4.33;D
18.00;3;1.00;2.00;0.00;5.00;16.00;3.83;E
17.00;3;1.00;1.00;1.00;1.00;8.00;5.00;C
17.00;1;2.00;3.00;0.00;3.00;4.00;7.33;B
17.00;5;1.00;2.00;0.00;3.00;4.00;7.17;B
17.00;2;2.00;2.00;0.00;5.00;8.00;7.50;B
17.00;5;2.00;2.00;0.00;3.00;0.00;6.00;C
16.00;5;1.00;1.00;0.00;4.00;7.00;7.17;B
16.00;4;1.00;1.00;0.00;3.00;4.00;7.33;B
17.00;5;1.00;2.00;0.00;3.00;2.00;5.67;C
17.00;3;2.00;3.00;0.00;3.00;2.00;7.00;B
17.00;4;2.00;3.00;0.00;2.00;10.00;5.50;C
17.00;1;1.00;2.00;0.00;3.00;10.00;4.83;D
18.00;3;2.00;3.00;0.00;4.00;10.00;5.50;C
16.00;3;3.00;1.00;0.00;3.00;7.00;7.83;B
17.00;3;1.00;2.00;0.00;3.00;4.00;5.33;C
17.00;3;2.00;1.00;0.00;2.00;2.00;5.67;C
22.00;4;1.00;1.00;3.00;4.00;12.00;3.33;E
18.00;3;1.00;2.00;0.00;3.00;8.00;4.83;D
16.00;3;1.00;1.00;0.00;3.00;0.00;5.67;C
18.00;4;2.00;1.00;0.00;4.00;8.00;3.67;E
16.00;1;3.00;2.00;1.00;3.00;4.00;5.00;C
18.00;4;1.00;1.00;2.00;2.00;4.00;3.50;E
16.00;3;2.00;1.00;0.00;3.00;2.00;6.50;C
17.00;3;1.00;1.00;0.00;4.00;0.00;6.17;C
17.00;2;2.00;1.00;1.00;4.00;0.00;4.83;D
18.00;3;1.00;2.00;0.00;3.00;2.00;6.17;C
17.00;5;1.00;4.00;0.00;2.00;2.00;7.67;B
19.00;4;1.00;2.00;0.00;3.00;0.00;5.17;C
18.00;4;3.00;2.00;1.00;4.00;4.00;5.33;C
17.00;3;1.00;3.00;0.00;3.00;2.00;6.17;C
18.00;3;1.00;3.00;0.00;4.00;4.00;6.17;C
18.00;3;1.00;2.00;0.00;2.00;4.00;5.83;C
19.00;4;1.00;2.00;0.00;3.00;4.00;6.33;C
18.00;3;1.00;2.00;0.00;2.00;2.00;8.00;A
17.00;3;2.00;1.00;0.00;2.00;0.00;4.83;D
17.00;4;1.00;4.00;0.00;4.00;2.00;5.50;C
20.00;3;2.00;2.00;0.00;2.00;8.00;5.67;C
18.00;4;1.00;2.00;0.00;1.00;2.00;7.50;B
18.00;5;1.00;2.00;0.00;3.00;2.00;5.17;C
18.00;3;1.00;3.00;0.00;3.00;2.00;5.50;C
17.00;3;1.00;3.00;0.00;2.00;2.00;6.67;C
18.00;1;1.00;3.00;0.00;3.00;0.00;6.00;C
17.00;3;2.00;1.00;0.00;4.00;8.00;4.17;D
18.00;3;2.00;2.00;0.00;2.00;6.00;7.83;B
17.00;4;1.00;2.00;0.00;4.00;0.00;6.00;C
18.00;5;2.00;2.00;0.00;3.00;8.00;5.50;C
18.00;2;1.00;2.00;0.00;4.00;4.00;6.00;C
18.00;3;2.00;2.00;0.00;3.00;12.00;4.50;D
19.00;3;1.00;2.00;0.00;3.00;16.00;5.83;C
18.00;3;1.00;4.00;0.00;5.00;10.00;8.00;A
18.00;3;2.00;2.00;0.00;4.00;2.00;6.50;C
17.00;1;1.00;2.00;0.00;5.00;2.00;8.50;A
18.00;3;1.00;2.00;0.00;2.00;8.00;7.17;B
17.00;1;2.00;2.00;0.00;3.00;6.00;7.83;B
17.00;4;2.00;2.00;0.00;4.00;6.00;6.00;C
18.00;3;2.00;2.00;0.00;1.00;15.00;5.17;C
18.00;5;2.00;1.00;0.00;2.00;6.00;5.83;C
18.00;2;1.00;2.00;1.00;4.00;2.00;6.50;C
17.00;3;3.00;3.00;0.00;2.00;8.00;7.17;B
19.00;4;1.00;2.00;1.00;3.00;0.00;4.50;D
18.00;5;2.00;1.00;0.00;2.00;0.00;5.00;C
18.00;1;2.00;1.00;0.00;4.00;10.00;5.17;C
17.00;4;2.00;1.00;0.00;5.00;22.00;5.33;C
17.00;5;1.00;1.00;0.00;4.00;18.00;6.50;C
18.00;1;2.00;4.00;0.00;2.00;2.00;8.67;A
18.00;3;2.00;2.00;0.00;4.00;0.00;6.33;C
17.00;3;1.00;2.00;0.00;4.00;12.00;6.33;C
18.00;3;2.00;2.00;0.00;3.00;10.00;6.50;C
17.00;3;1.00;2.00;0.00;3.00;0.00;6.00;C
18.00;1;1.00;3.00;0.00;3.00;0.00;9.00;A
17.00;4;1.00;3.00;0.00;3.00;0.00;6.67;C
18.00;4;1.00;3.00;0.00;2.00;0.00;7.33;B
18.00;5;1.00;2.00;0.00;4.00;0.00;8.50;A
18.00;5;1.00;2.00;0.00;3.00;2.00;7.83;B
17.00;2;1.00;3.00;0.00;2.00;0.00;8.83;A
17.00;4;2.00;4.00;0.00;1.00;0.00;9.33;A
18.00;4;2.00;3.00;0.00;4.00;0.00;7.33;B
17.00;2;1.00;1.00;0.00;4.00;0.00;7.33;B
19.00;2;2.00;2.00;0.00;3.00;2.00;6.67;C
18.00;3;2.00;2.00;0.00;4.00;0.00;6.83;C
18.00;3;1.00;4.00;0.00;3.00;0.00;8.33;A
18.00;5;1.00;1.00;0.00;4.00;0.00;8.83;A
18.00;2;1.00;2.00;0.00;2.00;0.00;7.33;B
17.00;3;2.00;1.00;0.00;1.00;0.00;6.33;C
17.00;4;2.00;3.00;0.00;3.00;0.00;3.67;E
17.00;3;2.00;3.00;0.00;3.00;0.00;8.00;A
17.00;2;1.00;4.00;0.00;2.00;0.00;9.00;A
19.00;1;2.00;3.00;1.00;3.00;0.00;5.00;C
20.00;4;1.00;1.00;2.00;5.00;0.00;7.33;B
19.00;3;1.00;2.00;0.00;5.00;0.00;5.17;C
18.00;3;1.00;2.00;0.00;4.00;2.00;5.17;C
18.00;4;2.00;2.00;0.00;3.00;2.00;6.50;C
17.00;3;2.00;2.00;0.00;2.00;2.00;6.17;C
17.00;5;1.00;1.00;0.00;4.00;2.00;8.00;A
18.00;3;1.00;3.00;0.00;3.00;2.00;7.67;B
18.00;2;2.00;1.00;0.00;2.00;8.00;6.50;C
17.00;1;1.00;3.00;0.00;3.00;2.00;7.83;B
18.00;1;1.00;2.00;0.00;1.00;8.00;6.17;C
19.00;2;2.00;2.00;0.00;4.00;9.00;5.17;C
18.00;5;1.00;2.00;0.00;4.00;0.00;6.00;C
18.00;3;1.00;1.00;0.00;4.00;4.00;6.17;C
17.00;2;1.00;1.00;0.00;3.00;2.00;7.67;B
17.00;4;1.00;2.00;0.00;2.00;14.00;7.67;B
17.00;4;1.00;2.00;0.00;3.00;0.00;6.17;C
17.00;3;1.00;2.00;0.00;2.00;2.00;6.17;C
18.00;3;1.00;1.00;0.00;2.00;2.00;4.67;D
19.00;3;3.00;3.00;0.00;5.00;12.00;5.17;C
19.00;3;3.00;2.00;2.00;3.00;2.00;4.17;D
18.00;3;1.00;1.00;0.00;3.00;2.00;5.00;C
17.00;3;1.00;2.00;0.00;2.00;4.00;6.67;C
17.00;4;1.00;3.00;0.00;3.00;0.00;5.33;C
17.00;4;1.00;3.00;0.00;4.00;0.00;8.67;A
17.00;1;2.00;3.00;0.00;3.00;0.00;7.17;B
18.00;3;2.00;3.00;0.00;5.00;0.00;7.00;B
18.00;3;1.00;3.00;0.00;3.00;0.00;6.67;C
17.00;3;1.00;1.00;0.00;3.00;0.00;8.67;A
17.00;4;4.00;1.00;0.00;4.00;2.00;5.17;C
17.00;5;1.00;3.00;0.00;4.00;0.00;6.33;C
17.00;5;2.00;3.00;0.00;3.00;4.00;7.33;B
17.00;1;1.00;1.00;0.00;2.00;2.00;5.67;C
18.00;3;1.00;4.00;0.00;5.00;0.00;5.67;C
19.00;1;1.00;1.00;0.00;3.00;0.00;5.17;C
18.00;1;4.00;2.00;0.00;2.00;2.00;4.83;D
17.00;1;1.00;3.00;0.00;4.00;0.00;7.50;B
18.00;3;1.00;1.00;0.00;4.00;6.00;7.33;B
18.00;4;1.00;2.00;0.00;3.00;8.00;5.50;C
18.00;3;1.00;2.00;0.00;3.00;0.00;5.17;C
18.00;1;2.00;4.00;0.00;4.00;6.00;6.83;C
17.00;4;1.00;3.00;0.00;4.00;8.00;6.33;C
17.00;3;1.00;2.00;0.00;3.00;0.00;6.67;C
18.00;4;1.00;4.00;0.00;3.00;4.00;7.17;B
17.00;3;1.00;2.00;0.00;3.00;0.00;7.33;B
18.00;5;1.00;2.00;0.00;3.00;0.00;6.17;C
18.00;4;1.00;2.00;0.00;3.00;6.00;8.17;A
17.00;1;1.00;2.00;0.00;3.00;18.00;6.00;C
18.00;1;1.00;3.00;0.00;3.00;0.00;6.17;C
18.00;3;1.00;3.00;0.00;4.00;4.00;7.83;B
18.00;5;1.00;3.00;0.00;3.00;4.00;7.67;B
18.00;5;1.00;3.00;0.00;4.00;0.00;6.83;C
17.00;2;1.00;3.00;0.00;4.00;0.00;6.00;C
17.00;4;2.00;2.00;0.00;3.00;10.00;7.00;B
17.00;4;1.00;2.00;0.00;3.00;4.00;7.33;B
19.00;1;2.00;1.00;1.00;2.00;16.00;5.33;C
17.00;3;1.00;1.00;1.00;1.00;6.00;6.00;C
21.00;3;1.00;3.00;2.00;3.00;0.00;5.50;C
18.00;4;1.00;2.00;0.00;4.00;11.00;5.33;C
18.00;3;1.00;2.00;0.00;3.00;9.00;7.00;B
17.00;4;1.00;2.00;0.00;3.00;0.00;7.83;B
17.00;2;1.00;3.00;0.00;4.00;2.00;7.00;B
18.00;5;1.00;2.00;0.00;2.00;0.00;8.00;A
21.00;1;2.00;2.00;2.00;3.00;21.00;4.83;D
20.00;3;2.00;3.00;0.00;2.00;8.00;6.83;C
19.00;5;1.00;1.00;1.00;2.00;5.00;5.00;C
17.00;3;1.00;2.00;0.00;4.00;10.00;8.67;A
18.00;1;1.00;3.00;0.00;3.00;5.00;8.00;A
18.00;3;1.00;1.00;0.00;1.00;13.00;6.83;C
19.00;3;1.00;1.00;0.00;3.00;10.00;4.83;D
18.00;4;2.00;2.00;0.00;1.00;10.00;8.00;A
20.00;3;2.00;1.00;1.00;3.00;5.00;4.67;D
18.00;4;1.00;2.00;0.00;1.00;4.00;6.00;C
16.00;1;2.00;1.00;0.00;3.00;11.00;5.33;C
16.00;3;2.00;2.00;0.00;4.00;0.00;6.00;C
15.00;1;1.00;1.00;1.00;1.00;6.00;5.00;C
15.00;1;2.00;1.00;0.00;4.00;4.00;5.17;C
16.00;1;2.00;2.00;0.00;5.00;0.00;8.33;A
15.00;1;2.00;1.00;0.00;3.00;0.00;3.83;E
16.00;1;1.00;2.00;0.00;3.00;5.00;5.33;C
16.00;3;1.00;3.00;0.00;4.00;0.00;5.33;C
17.00;1;1.00;2.00;1.00;5.00;0.00;5.00;C
17.00;3;1.00;1.00;1.00;4.00;0.00;3.17;E
15.00;5;2.00;1.00;0.00;5.00;0.00;6.83;C
16.00;1;2.00;4.00;0.00;2.00;4.00;5.00;C
15.00;1;2.00;2.00;0.00;4.00;0.00;5.00;C
15.00;3;2.00;1.00;1.00;4.00;4.00;3.50;E
16.00;3;2.00;1.00;0.00;2.00;0.00;5.83;C
17.00;3;2.00;1.00;0.00;5.00;2.00;5.50;C
15.00;3;2.00;1.00;0.00;1.00;0.00;7.67;B
16.00;1;2.00;2.00;0.00;4.00;0.00;1.17;F
17.00;3;1.00;2.00;0.00;4.00;4.00;4.33;D
15.00;2;1.00;2.00;0.00;3.00;0.00;6.50;C
15.00;2;1.00;2.00;0.00;3.00;7.00;4.00;D
16.00;3;3.00;2.00;0.00;4.00;4.00;5.00;C
15.00;3;4.00;2.00;0.00;4.00;8.00;4.17;D
15.00;1;1.00;2.00;0.00;3.00;0.00;5.50;C
17.00;3;3.00;1.00;0.00;5.00;8.00;4.50;D
16.00;5;2.00;3.00;0.00;2.00;6.00;8.17;A
15.00;3;2.00;1.00;0.00;1.00;3.00;6.17;C
16.00;3;3.00;2.00;0.00;5.00;2.00;7.50;B
16.00;3;2.00;2.00;0.00;3.00;0.00;5.33;C
16.00;3;3.00;2.00;0.00;4.00;4.00;5.00;C
16.00;3;1.00;3.00;1.00;3.00;0.00;4.33;D
16.00;3;1.00;3.00;1.00;3.00;3.00;4.17;D
15.00;1;1.00;2.00;0.00;4.00;0.00;4.67;D
16.00;1;1.00;2.00;0.00;4.00;0.00;7.00;B
17.00;1;1.00;1.00;0.00;5.00;4.00;5.33;C
16.00;3;4.00;4.00;0.00;3.00;0.00;6.00;C
16.00;1;4.00;3.00;0.00;4.00;2.00;4.83;D
15.00;1;2.00;2.00;0.00;3.00;1.00;5.33;C
16.00;1;2.00;1.00;0.00;2.00;0.00;6.50;C
15.00;1;3.00;2.00;0.00;2.00;0.00;6.83;C
15.00;3;1.00;3.00;0.00;4.00;2.00;6.17;C
16.00;1;2.00;1.00;0.00;4.00;6.00;5.50;C
18.00;3;1.00;2.00;1.00;4.00;9.00;4.17;D
15.00;3;2.00;1.00;0.00;2.00;0.00;5.00;C
16.00;3;3.00;2.00;0.00;3.00;1.00;6.83;C
15.00;2;3.00;1.00;0.00;3.00;1.00;6.33;C
16.00;3;1.00;2.00;0.00;3.00;0.00;6.33;C
15.00;4;1.00;2.00;0.00;5.00;4.00;6.17;C
16.00;1;2.00;2.00;1.00;4.00;2.00;5.83;C
16.00;3;3.00;1.00;0.00;3.00;0.00;7.33;B
16.00;1;2.00;1.00;0.00;4.00;4.00;4.67;D
15.00;1;3.00;1.00;0.00;2.00;2.00;5.33;C
15.00;3;2.00;3.00;0.00;3.00;0.00;6.50;C
16.00;3;1.00;1.00;0.00;4.00;2.00;4.33;D
15.00;4;2.00;1.00;0.00;3.00;11.00;5.50;C
16.00;1;2.00;2.00;3.00;4.00;0.00;3.67;E
17.00;3;1.00;1.00;0.00;5.00;4.00;4.67;D
19.00;1;1.00;1.00;1.00;4.00;0.00;4.67;D
17.00;1;3.00;1.00;0.00;5.00;2.00;5.00;C
15.00;1;2.00;1.00;0.00;2.00;0.00;4.67;D
16.00;3;3.00;2.00;0.00;4.00;1.00;5.00;C
16.00;3;1.00;1.00;0.00;3.00;6.00;3.67;E
17.00;1;2.00;2.00;0.00;3.00;0.00;5.33;C
16.00;3;1.00;1.00;1.00;4.00;1.00;4.83;D
18.00;3;2.00;3.00;2.00;3.00;6.00;4.33;D
19.00;1;1.00;3.00;1.00;3.00;6.00;4.17;D
18.00;3;2.00;1.00;1.00;4.00;0.00;4.50;D
18.00;1;2.00;1.00;1.00;2.00;4.00;5.00;C
19.00;3;2.00;2.00;1.00;1.00;12.00;4.00;D
16.00;2;1.00;2.00;0.00;3.00;2.00;4.67;D
17.00;3;2.00;1.00;0.00;4.00;5.00;4.67;D
16.00;1;1.00;2.00;0.00;4.00;0.00;4.33;D
16.00;3;1.00;1.00;0.00;5.00;0.00;6.67;C
16.00;4;1.00;1.00;0.00;4.00;2.00;7.00;B
17.00;4;2.00;4.00;1.00;4.00;0.00;5.17;C
16.00;3;1.00;2.00;0.00;3.00;0.00;6.83;C
16.00;4;1.00;1.00;0.00;2.00;0.00;8.17;A
17.00;3;1.00;1.00;1.00;3.00;12.00;3.33;E
16.00;3;1.00;1.00;0.00;2.00;8.00;6.50;C
17.00;4;3.00;4.00;1.00;3.00;2.00;4.50;D
16.00;3;1.00;4.00;0.00;2.00;0.00;7.00;B
19.00;3;1.00;3.00;0.00;4.00;0.00;6.33;C
17.00;1;2.00;1.00;0.00;4.00;0.00;5.50;C
20.00;1;2.00;2.00;1.00;3.00;8.00;5.00;C
17.00;3;1.00;3.00;0.00;3.00;0.00;5.33;C
17.00;3;3.00;1.00;1.00;4.00;0.00;4.67;D
16.00;1;3.00;2.00;0.00;3.00;0.00;8.50;A
17.00;3;2.00;2.00;0.00;3.00;0.00;8.17;A
17.00;3;2.00;2.00;0.00;4.00;1.00;5.00;C
18.00;1;1.00;2.00;1.00;3.00;9.00;3.50;E
16.00;3;1.00;1.00;0.00;1.00;0.00;3.67;E
16.00;4;1.00;1.00;0.00;1.00;2.00;3.33;E
18.00;3;2.00;2.00;0.00;3.00;8.00;4.50;D
16.00;2;1.00;2.00;0.00;3.00;0.00;7.67;B
16.00;3;2.00;1.00;0.00;4.00;0.00;7.17;B
18.00;3;1.00;2.00;1.00;3.00;8.00;3.50;E
16.00;3;2.00;2.00;0.00;2.00;0.00;2.50;E
16.00;1;3.00;2.00;0.00;3.00;6.00;3.67;E
16.00;1;2.00;2.00;0.00;3.00;0.00;4.67;D
16.00;2;1.00;2.00;0.00;3.00;4.00;4.00;D
18.00;1;1.00;4.00;0.00;5.00;2.00;2.83;E
16.00;1;3.00;2.00;0.00;2.00;2.00;4.00;D
17.00;3;1.00;3.00;0.00;4.00;0.00;7.50;B
17.00;3;1.00;1.00;0.00;2.00;1.00;6.83;C
16.00;4;4.00;3.00;0.00;1.00;0.00;4.83;D
17.00;1;1.00;1.00;0.00;1.00;5.00;4.50;D
16.00;4;2.00;1.00;0.00;1.00;1.00;5.50;C
17.00;4;1.00;1.00;0.00;1.00;8.00;4.33;D
17.00;1;3.00;2.00;0.00;1.00;0.00;5.00;C
16.00;2;2.00;2.00;0.00;2.00;2.00;4.00;D
16.00;3;1.00;2.00;0.00;2.00;0.00;7.50;B
16.00;5;1.00;1.00;0.00;1.00;0.00;5.83;C
15.00;3;3.00;2.00;0.00;5.00;11.00;5.00;C
15.00;3;3.00;4.00;0.00;4.00;8.00;6.83;C
15.00;4;1.00;1.00;0.00;3.00;11.00;6.17;C
16.00;3;1.00;3.00;0.00;3.00;2.00;5.50;C
16.00;3;2.00;2.00;0.00;2.00;8.00;4.83;D
17.00;1;2.00;1.00;0.00;3.00;5.00;5.17;C
17.00;3;2.00;2.00;0.00;1.00;0.00;5.17;C
16.00;5;2.00;3.00;0.00;3.00;1.00;5.50;C
17.00;2;3.00;1.00;3.00;3.00;2.00;4.33;D
17.00;3;2.00;1.00;0.00;1.00;2.00;5.83;C
17.00;4;1.00;2.00;1.00;4.00;8.00;4.17;D
17.00;2;1.00;2.00;0.00;2.00;0.00;7.33;B
16.00;3;1.00;1.00;0.00;1.00;0.00;5.33;C
17.00;1;1.00;2.00;0.00;5.00;2.00;5.33;C
17.00;3;2.00;2.00;0.00;3.00;0.00;8.83;A
16.00;3;2.00;2.00;0.00;1.00;0.00;6.33;C
17.00;3;2.00;2.00;0.00;1.00;0.00;6.67;C
19.00;3;1.00;2.00;2.00;4.00;2.00;4.67;D
17.00;3;1.00;1.00;0.00;1.00;4.00;5.67;C
17.00;1;2.00;1.00;0.00;5.00;3.00;5.17;C
16.00;3;1.00;3.00;0.00;3.00;5.00;6.67;C
16.00;3;1.00;1.00;0.00;4.00;4.00;5.00;C
17.00;3;2.00;2.00;3.00;4.00;2.00;4.33;D
17.00;3;2.00;1.00;0.00;5.00;0.00;5.17;C
18.00;1;3.00;1.00;1.00;3.00;0.00;6.17;C
17.00;3;2.00;1.00;0.00;5.00;0.00;4.83;D
18.00;1;2.00;2.00;0.00;3.00;6.00;4.83;D
16.00;3;1.00;2.00;0.00;4.00;0.00;6.00;C
17.00;3;1.00;1.00;1.00;2.00;0.00;1.17;F
16.00;4;2.00;1.00;0.00;5.00;2.00;5.00;C
16.00;1;2.00;1.00;0.00;5.00;0.00;4.83;D
18.00;4;2.00;1.00;1.00;3.00;2.00;4.17;D
18.00;4;1.00;1.00;1.00;3.00;0.00;0.67;F
19.00;1;2.00;1.00;3.00;2.00;4.00;4.33;D
18.00;1;1.00;2.00;2.00;4.00;9.00;3.33;E
16.00;4;2.00;1.00;0.00;4.00;6.00;3.83;E
19.00;1;2.00;1.00;3.00;4.00;4.00;4.33;D
16.00;4;2.00;2.00;2.00;5.00;8.00;2.83;E
17.00;3;1.00;1.00;0.00;3.00;9.00;4.33;D
20.00;3;2.00;1.00;1.00;4.00;12.00;4.83;D
18.00;4;1.00;1.00;0.00;4.00;8.00;5.17;C
18.00;3;2.00;1.00;0.00;5.00;8.00;5.00;C
19.00;3;3.00;2.00;1.00;4.00;8.00;5.00;C
17.00;2;2.00;2.00;1.00;5.00;4.00;4.50;D
18.00;1;1.00;1.00;0.00;3.00;0.00;4.67;D
19.00;3;3.00;1.00;1.00;4.00;4.00;4.50;D
18.00;1;2.00;2.00;2.00;3.00;2.00;3.67;E
19.00;1;1.00;1.00;0.00;4.00;0.00;3.50;E
18.00;3;2.00;1.00;1.00;5.00;0.00;2.33;E
17.00;1;2.00;1.00;0.00;4.00;0.00;5.33;C
17.00;3;2.00;3.00;0.00;2.00;5.00;3.83;E
17.00;5;1.00;2.00;0.00;5.00;0.00;2.67;E
18.00;4;1.00;2.00;1.00;3.00;3.00;3.50;E
17.00;2;1.00;1.00;0.00;2.00;0.00;4.50;D
17.00;1;1.00;1.00;0.00;5.00;0.00;4.50;D
18.00;3;3.00;2.00;2.00;4.00;3.00;3.67;E
18.00;4;2.00;2.00;0.00;3.00;2.00;6.50;C
17.00;4;2.00;1.00;0.00;4.00;0.00;6.00;C
18.00;1;2.00;2.00;0.00;4.00;0.00;6.50;C
18.00;5;2.00;2.00;0.00;3.00;0.00;9.00;A
18.00;4;1.00;1.00;0.00;4.00;3.00;8.50;A
17.00;3;2.00;2.00;0.00;3.00;0.00;8.83;A
18.00;1;3.00;2.00;1.00;3.00;0.00;1.50;F
18.00;1;2.00;1.00;0.00;1.00;8.00;5.33;C
18.00;1;3.00;1.00;0.00;5.00;5.00;6.50;C
17.00;3;3.00;1.00;0.00;2.00;4.00;6.50;C
18.00;3;2.00;2.00;0.00;3.00;4.00;4.33;D
18.00;4;2.00;3.00;0.00;4.00;0.00;6.00;C
18.00;5;1.00;2.00;0.00;3.00;0.00;0.83;F
18.00;1;3.00;2.00;1.00;4.00;2.00;4.83;D
19.00;1;2.00;1.00;1.00;5.00;0.00;0.83;F
17.00;5;2.00;4.00;0.00;2.00;0.00;9.00;A
17.00;4;2.00;2.00;0.00;3.00;5.00;5.67;C
18.00;1;1.00;2.00;0.00;2.00;2.00;4.83;D
18.00;1;2.00;2.00;0.00;1.00;0.00;5.67;C
19.00;1;2.00;2.00;3.00;5.00;0.00;1.33;F
18.00;4;2.00;3.00;0.00;2.00;5.00;7.17;B
17.00;4;2.00;2.00;1.00;5.00;4.00;5.33;C
18.00;4;1.00;2.00;0.00;3.00;0.00;5.00;C
17.00;5;2.00;2.00;0.00;3.00;2.00;6.00;C
17.00;4;2.00;2.00;0.00;2.00;0.00;7.33;B
18.00;3;2.00;1.00;0.00;3.00;2.00;6.83;C
18.00;1;2.00;3.00;0.00;3.00;0.00;9.00;A
18.00;1;3.00;2.00;0.00;3.00;0.00;7.67;B
18.00;4;2.00;2.00;0.00;3.00;6.00;6.33;C
17.00;1;1.00;2.00;0.00;3.00;4.00;7.33;B
17.00;3;2.00;2.00;0.00;2.00;0.00;6.50;C
18.00;1;2.00;2.00;0.00;3.00;0.00;4.50;D
18.00;5;2.00;3.00;0.00;2.00;0.00;7.83;B
17.00;3;3.00;1.00;1.00;2.00;0.00;4.17;D
18.00;1;2.00;1.00;0.00;2.00;0.00;5.00;C
18.00;3;3.00;2.00;0.00;2.00;0.00;2.00;E
18.00;1;3.00;1.00;0.00;3.00;3.00;4.83;D
17.00;3;1.00;3.00;0.00;4.00;8.00;5.50;C
17.00;3;1.00;1.00;0.00;5.00;4.00;4.00;D
18.00;3;2.00;3.00;0.00;4.00;0.00;8.17;A
18.00;3;4.00;3.00;0.00;3.00;4.00;5.50;C
19.00;1;2.00;2.00;1.00;3.00;4.00;4.00;D
18.00;5;1.00;2.00;0.00;4.00;1.00;6.83;C
18.00;3;1.00;2.00;0.00;1.00;1.00;8.00;A
17.00;1;1.00;2.00;0.00;5.00;10.00;4.33;D
18.00;5;1.00;2.00;0.00;2.00;4.00;9.00;A
18.00;3;2.00;1.00;0.00;4.00;0.00;2.33;E
17.00;3;2.00;2.00;0.00;4.00;4.00;7.50;B
19.00;3;2.00;1.00;1.00;3.00;0.00;2.17;E
18.00;3;2.00;1.00;1.00;4.00;0.00;2.33;E
18.00;1;2.00;3.00;0.00;3.00;0.00;7.67;B
17.00;5;2.00;2.00;0.00;5.00;0.00;4.33;D
18.00;5;3.00;1.00;0.00;4.00;4.00;4.33;D
19.00;4;1.00;3.00;1.00;4.00;4.00;5.17;C
18.00;5;1.00;2.00;0.00;3.00;4.00;7.67;B
18.00;3;2.00;2.00;0.00;1.00;6.00;5.33;C
17.00;4;2.00;1.00;0.00;4.00;6.00;5.00;C
18.00;4;3.00;1.00;0.00;4.00;4.00;5.33;C
17.00;4;2.00;4.00;0.00;1.00;0.00;10.00;A
17.00;4;2.00;4.00;0.00;1.00;0.00;10.00;A
